Temperature ,Time,Reactant SMILES,Product SMILES,Yield 
90,0.5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
90,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
20,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
80,4,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
60,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
80,8,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
80,1.03333,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
80,15,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
80,4,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
110,20,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
80,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,92
135,6,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
80,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
70,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
100,2.5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
110,21,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
80,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
90,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
90,2.3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
80,1.2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,91
50,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
25,1.5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
25,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
80,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
140,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
120,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
90,22,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
80,6,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
20,0.25,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
50,18,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
90,9,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
100,0.3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
90,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
100,6,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
110,11,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
90,16,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
130,18,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
90,42,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
70,30,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,90
100,12,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,89
105,6,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,89
90,7,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,89
130,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,89
70,6.5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,89
125,48,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,88
20,8,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,88
80,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,88
80,6,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,87
130,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,87
110,10,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,87
100,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,87
70,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,87
80,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,87
80,5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,86
20,0.25,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,86
60,10,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,86
120,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,86
120,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,86
30,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
120,20,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
90,1,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
130,36,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
130,0.5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
60,1,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
120,5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
60,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
80,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
75,2.41667,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
90,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
27,2,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
80,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
70,10,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
50,1.5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,85
140,14,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,84
100,4,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,84
60,5,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,84
110,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,84
120,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,83
110,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,83
110,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,83
110,24,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,83
80,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,82
80,3,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,82
110,0.75,CC1=CC=C(I)C=C1.C#CC1=CC=CC=C1,CC1=CC=C(C=C1)C#CC1=CC=CC=C1,82
